artist_name,track_name,release_date,genre,lyrics
busta rhymes,salute da gods!!,2018,hip hop,busta rhyme yeah yeah yeah anarchy busta rhyme shit busta rhyme ready busta rhyme wait forever feel fuckin good people ready flipmode squad powerful good today ones wait forever yeah yeah rulership ready busta rhyme feel fuckin good soul come wait forever wanna people feel good ready flipmode squad talk ones wait forever powerful ready busta rhyme praise comin real hard niggaz raisin right hand salutin like burnin sensation henny shit nigga spit quick work shit inward niggaz hurt shit plot elaborate scheme monies niggaz worship beautiful like pleasure burst clip lyric commercial
zion i,hit em,2007,hip hop,street block tree top sweet spot diction detox walk talk like sound conviction beat knock head cheap sock underneath live legends reebok bind free speech thoughts seep rock volcanic crack hard hold flow know know relevant like keggers dope sack smoke stack think shrink wrap shrink permanent life learnin wanna world turn track runnin game small time name gunnin change zion count universal style grouch count feelin style lyric commercial
diamond & the psychotic neurotics,i went for mine,1992,hip hop,guess thousand scheme arrest guess cause young black intelligent relevant vision clear wear contact good lawyer short contract beat select highest scrutiny play mutiny cause destiny brothers testin hear best remember thing aiyo thing chicken wing yeah listen chitchat sweet kitkat beat jazzy crate need loop add flute come grab doublechecked loose end object song head movin good act sign album come say manm record waste time fact go go aiyo go go overcome hurdle like plan know break sweat move like xlax aiyo win breather cause acid lake placid like kangaroo jump gang show thang cause chump clock note cause rump grant grow project wear taylors chinese mock neck come long days go go past future better pass moët cream armaretto peace nice rest homies zulu nation foundation watchin lose space forget cause totally commit slammin joint prove point waste time word cause go know stop know cause drop go aiyo go sister house go showbiz lord finesse
nick wiz,chant,2015,hip hop,chino lord underground chief rocka lyric dondota follow fatherless scholar constantly say rip casa repping rasa mufasa like salsa shake shit like maraca caca lesser thief like hello order faker weave pace pack metal brace pull bitch personal appearances record like songs sample clearances learn greatest teach smart invade think raid slat chart hate start fatal remark embark paint brain dark aim talk aim check pulse nigga mention shame imitate install home devices rhyme determine duplicate
lords of the underground,tic toc,2015,hip hop,throw hand block throw hand stop stop brothers bring chief underground style vow swear crowd peace area scarier deal care merrier right south orange block onenine course thirteenth stomp ground open chest hood heart cause heart hood fall apart respect cement call corner cause doitall perform runnin cop couldn stop cause jumpin connect block make record hood savior make tune neighbor throw hand block throw hand stop throw hand represent block stop lyric commercial
dr. dre,the next episode,2000,hip hop,ladadadadah motherfuckin dodoubleg snoop dogg ladadadadah know mobbin yeah yeah yeah know motherfucker blaze weed blaze blaze blaze shit nigga yeah snoop dogg bite nigga burn shit dpgc nigga turn shit yeah hookin bang club baby thug niggas drug dealers yeah givin lowlife life livin takin chance dancin party sure slip fortyfo bitch lookin strange know care step motherfucker aswangin hair bitch quit talkin crip walk bullet dope father crack bitch shut trap come success believe relievin stress ladadadadah motherfuckin motherfucker ladadadadah know mobbin dodoubleg straight fuckin streets beat ride fleet fleetwood coupe deville dub feel whoopty whoop nigga snoop chronic llac sippin gnac yeah clip strap dippin hood hood compton long beach inglewood south central california california nigga gang bail century club jeans team strong drink smoke home somethin poke bitch twotripleoh comin real episode hold niggas thinkin soft play gonna wheel fall hold niggas actin bold seat ready episode smoke weed
killah priest,time,2011,hip hop,know tough gunshot life flash years face star cold pastor pick robe read chapter voice like grabbin soul seed turn blacker finally fade slow hear brand screen hear laughter birthday eighteen years fiends young hoe flake dream blow scream blunt drink straight flash place walk hand plate trance escape late shoot casket moms screamin bastard know kill fill lugers ruger damn hoodlums late jerusalem lyric commercial
shyne,n******s gonna die,2017,hip hop,wanna bricks days shit young heartless pistols pussy straight door paper bag blood money need high dust greed endin catchin body gotti suppose overwhelmin face smother cocaine odds life leavin motherfuckers naked excite watchin niggaz bleed helplessly misery selflessly coward die thousand deaths thousand tecs takin niggaz rilla probably pissy blow rilla adrenaline rushin blood bushin nothin long bustin gangstas dead jail post bail hail money root evil calico desert eagle lyric commercial
black noise,my hip hop,2005,hip hop,friends selective family goal collect grammys plenty stress mess bless stand accept plan leave breath wasn respect damn dream lot shit stop gospel music defense couldn vent midst play shit trade organ days days pain ways patient save instrumental tape break pencil shit offend hate shit shit woman gotta tire understand mind hiphop save life maybe alive till pray safe night real heart inside look eye hiphop save life black eye break nose jump go home wish hold chrome close overdose poke hole flesh close home know city streets close gold roam perfect joke flow care rappers tell help mathers little course shit damn best mess present play stress diminish die time understand afterlife rhyme sane believe thank young stack scene excite finally spit shit spit feel spit shit approval like like wasalu salute gotta watch gotta reckless reckless shit get respect kid cry wish die gotta like look smile best thing come htown awhile die chase dream angry grave miss swear make history
epmd,danger zone,2011,hip hop,stop epmd squad late eighties baby bear live grand wizard rime squeeze house come visit come sound ultra make niggas warm flow like vultures edub hiphop sculpture cat watch like chicks watch ophra broadcast live newyork chain break loose simbol like fugitive time tight like christians listen owner style tight like speedolls fan beatles lounge homeboy danger zone brother like microphone crowd till break dome stop time like run spot look shock epmd block squad come straight epmd start cut legends game keep rugged rough stage twos ones album trippin business billboards number trust chrome truck nigga bust straight bring shit nut tough stay nigga pop green hustle blood jeans pimpin break straight get green sleep mask grab bust lounge homeboy danger zone brother like microphone crowd till break dome stop advise bboy lock defcom style like blow cat away perform hiphop vietnam flow techniques like napalm drop bomb bind stop shoot lonely niggas count dough shit game small change ride nigga stop strictly drop track jewel house cars come real real bboy spit mics word wanna fuck hurt lounge homeboy danger zone brother like microphone crowd till break dome stop
freeman,rescaper,2010,hip hop,climb catacombs multi millions rest remain dead dirt deal feel pain like chill push shit bill pretty fuck people like live suck wanna survive like macguyver feel gangsters feel tuck felt head hell like line stick thoughts constantly unknown wannabes soul hop trend trend like wallabees like yeller grill tryna rockefeller respect craft teller hard liquor cheesy bitch like wine cellar like count insert canines dine frankenstein monster find autonomy fuck like fact like fuck like fuck actin like like fuck like fact like fuck like fuck actin like like try sleep forever pills beat meds fake shit street cred fake concern felt shit burn tell people trust disgust return crash whip smash luckily whiplash fear death think finally dismiss passenger seat fear repeat mile feel sanity deplete smile help cope trials know make lose grow thoughts plant head mean help reap drive reaper hell freeze hide till deeper blizzard beautiful winter thoughts bury soul leave enter fuck like fact like fuck like fuck actin like like
agnostoi gnostoi,ag ypodohi (welcome),2012,hip hop,want single know truly sorry heart sorry sorry little bitch want apologies fuck motherfuckers know break life lock jail cell hell debt wash dish kitchen light ahead news dark visions wanna talk like know wanna talk shit like motherfucking know listen fuck shit stay sick like suck cunt bitch motherfuckers offend fuck shit stay sick like suck cunt bitch motherfuckers offend ahead offend leave think probably need bitch live offend stay go away yell complain stay fuck fuck shit stay sick like suck cunt bitch motherfuckers offend fuck shit stay sick like suck cunt bitch motherfuckers offend finger trigger hand neck easily insult live skin tell turn go tour pocket dream make music thing rock wanna judge like stand come face catch hand fuck shit stay sick like suck cunt bitch motherfuckers offend fuck shit stay sick like suck cunt bitch motherfuckers offend finger trigger hand neck easily insult live skin hahaha yeah sorry hahaha sike
ol' dirty bastard,pop shots,2014,hip hop,rest peace dirty thethethethethe dirty bastard wutang wutang wutang wutang rocafella rocafella rocafella rocafella wutang wutang poppppppppppp poaopppppppp year start crack state hood poppin catch narcotics doubt brooklyn hardest project nowadays nigga sit county like charge young start talent package take challenge older niggas game handle eagle start jackin green balance shit feelin clean thirteen heavy starch bugle jeans spell right finger ring dirt mcgirt see dirty bastard scrap best spit rhyme nigga connect feelin respect probably forget write strictly wutang niggas comin look money problems naive believe real trick content niggas ridin maybach think playa forget nigga tryin flip real shit lyric drop couple open case specific niggas tryin prove realest shit come little different tell fuck tell fuck thethethe dirty bastard wutang wutang wutang wutang rocafella rocafella rocafella rocafella wutang wutang
mc hammer,let's get it started,2019,hip hop,start party wasn jump weak instead dope beat spinnin girls come beat mind wall like welfare line think minute party bogus legit better hammer reward beat boomin know start start seat beat complete movin everybody lyric commercial
rayess bek,soukout remix,2011,hip hop,battle test twice arrest think wanna come guess rest bless bein fuckin dope confess cause rest wicked kick burn evidence like tricky tricky cause rest wicked stick danger imminent place nothin gather watch smoke smoke yeah place nothin gather watch smoke smoke elevate cause fade comin smooth cause rhyme lubricate xrated sophisticate chrome dome shit goldplate cause rest wicked kick burn evidence like tricky tricky cause rest wicked stick danger imminent place nothin gather watch smoke smoke yeah place nothin gather watch smoke smoke click clack fuck copper line shout hootiehoo hook grab backpack feel crack pressure world makin contact ride knives bike glow ride ride wheel round ride check bicycle glow place nothin gather watch smoke yeah place nothin gather watch smoke yeah place nothin gather watch smoke
loon,relax your mind,2018,hip hop,diddy come come loon wanna hear right diddy come come loon wanna hear right diddy come come loon wanna hear right loon relax mind conscious free sound niggaz niggaz guy loon check cause stackin dough mackin nigga loon pimp nigga simp cause smack yeah lose temper like mcenroe cool jewel intact loon type dude like right compare boozy cause loon dudes come gats remember time know movin past street prove fact rude mood movin bigger songs bigger things bigger charm bigger ring usually calm nigga train drop bomb worse niggaz playin loon diddy talk lyric commercial
young mc,got more rhymes,2019,hip hop,planet planet matter baby earth solar galaxy real hard ticket hear young like professional hear party rock place away home guess reason know rock iowa idaho mexico come place party people know young ladies want come arm ladies thinkin know deal real wheel steel place doubt gonna turn listen close tell rhyme rhyme party people young rhyme tell young rhyme voice like labelle cars pretenders lyric commercial
roxanne shante,roxanne's revenge (re-recorded) [remastered],2012,hip hop,feel world premiere adon know acold party alet tell explain say guy know true dude walk away real little tire work know fire kangol cute money loot time abeggin girls tryin leggin compare weak compare time see say rhyme aevery time know sayin somethin fresher time nothin category consider best everybody know contest come educate rapper finger start snappin hand start clappin timea aevery time say say dumber saida yeah know mother wanna justa bust time sayin somethin explain like bite right freshest rhyme recite know true cute great tell somethin doctor know operate lyric commercial
8ball & mjg,gangsta,2018,hip hop,come party yeah gotti street tune productions everybody stand boys gangsta party eightball gotti girls head drop boys come dime piece smile gangsta niggaz wild crowd fine girls diamondstudded belly ring niggaz flippin work screamin money thing clean mouth gold princess rock pocket hangin glock straight memphis tenn orangemound niggaz know come flip pimp nuke swing like nino premro eightball niggaz wanna sixteen shine booth like brand bling sing bust flow tight track bitch freaky niggaz crunk know lyric commercial
nappy roots,these walls (dirty mc edit),2019,hip hop,hmmmmmmmm wall closin long suppose grin lose forgive hmmmmmmmmmm wall closin long suppose grin lose forgive hmmmmmmmmmm darkness approach fumble blunt roach look hopeless totally unfocused stumble porch poasty closest associate break couple sell dope humble folk come grow folk dumb slow poke hours death grow close live utmost plus extra point visualize gold post eat duck roast live live utmost cause pressure point lyric commercial
paul wall,big ballin',2018,hip hop,ballin baby gridiron beat house hoe money ballin braggin tellin like ballin knahmtalkinbout whattup beat comin paint spray coat clear lookin like grape jelly paint drippin slab superb truck catchin boppers dirty hold block bleeders workin overtime concern petty shit occupy grind mind breakin bread makin chess moevs thinkin ahead soak game early build season swangers symbolize respect anybody vogues catch slippin turnin leave naked walkin home chrome drive screen fallin ride music screw drink purple oblige lyric commercial
trina,da baddest bitch,2019,hip hop,hold representin bitch eye riches time little dicks bigger bigger bank bigger benz better close friends go gstring stand quick slow head night stand like lightning wanna nigga wed ring bank account philippines blank note fuck live room children home period little nasty redbone classy young jazzy scar curious hoe suck come natural cause baddest bitch shit baddest bitch hate hoe niggas talk show fight hoe sell fool cross catch cross fault go unemployed boss suck free break pay boss shit floss hoe xrated elevate naked probably fuck daddy mammie wasn playa hatin cause baddest bitch baddest bitch shit baddest bitch shit baddest bitch game young hoe grow dumb nono chain stay ahead game save condo sell pussy grands months benz week rim virgin fuck time glass motto suckin auto quick fuckin bout follow truck dead drink high take try pass hear curious bitch take break baby cause baddest bitch shit baddest bitch shit baddest bitch shit baddest bitch right baddest bitch
dmx,where the hood at (re-recorded / remastered),2011,hip hop,hood hood hood nigga niggas act wolves better bust pull hood hood hood nigga niggas act wolves better bust pull cat know gonna fuckin nigga like dtothemtothex hear niggas havin homo thugs reload throw slug gonna explain fuck squash beef touch hand bunk chumps jail koolaid lips pump fuck niggas think broads know know know bite bark little know fight know tree niggas iness fuck crazy hood hood hood nigga niggas act wolves lyric commercial
lndn drgs,hop out,2018,hip hop,corduroy shoe rain know purple like fuck lame bitch pimpin strong fuck bitch bitch ones fuck homies like thang feelin like couple cut drink shout homies fonk phonies blowin good fuckin young homie daver pick scraper bity paper tell bitch need talk later blow phone talk need favor real life players better gator play fuck date clip hoe city lakers bofill sample baby listen dreamin bout night promise gonna feel alright step dough slip corduroy shoe streets thugs feelin like bitch lookin wait like long leave club try bring fuck bitch futon pour lean smoke drough go call xanie wide open bitch wanna choose bitch choosin real live homies blade oakland city greats fuck fake know money hoppin tone yell fuck haters real life fuck dog hoe think break dodge hoe raiders bofill sample baby listen dreamin bout night promise gonna feel alright
the lox,"can't stop, won't stop",2019,hip hop,blastin ozone kickin dojo loco pavin road oppose dodo goin head like stop know spittin rap watch beat drop rockin jump yeah know fly want teach stay elevate creatures hear shout like get respect look face effect jetsetting daily basis stop stop come city take mister captain pilot wanna spread wing people coach class folks scrape lyric commercial
j-kwon,show your ass,2004,hip hop,whisper trackboyz come onyeah come onyeah come onyeah come onay need hand couple grand dayton feet diamonds piece like beat freak summin playin gotta peep girls cause streets goin thirty showoffs plus knowin suckin gotta nuthin wrong weed hold blunt roll head hold eye lickin kodak finish comin pack hop pocket cash wish jump like jeans fittin tight weave fittin right feel ballers blow cash step party sippin bacardi watch cause feelin kinda naughty lookin leave right head time bitch hype niggas place face somebody touch catch face fool peel right hand like jooda mean mean wanna fuck gotta like weigh shame game hang fuck face thang hop tell tipsy showoff showoff fact coupe hoe brag yeah grammar country truth gettin money try stay humble rumble ball guarantee fumble skin tight denim tell lookin pimp nigga herre lame game shoe fake chain spenders agenda surrender colder december rockin stilettos ameretto night probably check hoe repeat fade
twista,midwest invasion,2007,hip hop,bone twista layzie bone twista motherfucker world wide nigga year niggaz better recognize cause real shit thug world live thug world thug world thug thug world live thug world thug world thug ready midwest invasion bring millenium soldier layzie twista better believe take dream money cause nigga life get shorter suit prepare thug world order ready midwest invasion bring millenium soldier layzie twista better believe take dream money cause nigga life get shorter suit prepare thug world order layzie element surprise niggaz look niggaz think roll fuck hear believe nation thugs ready flip extra slip clip shoot nigga flip ready combat contact midwest go creep come years heavily sediated fear ready ride end near shed tear midwestern link gonna paper line cause nigga roll benz jag nigga picture picture fuck wrong twista diss fuck girlfriend sister thuggish ruggish nigga nut represent soldier fuck niggaz talk dtown mackin hustlin multiply milwaukee come fuckin lyric commercial
cam’ron,357,2019,hip hop,harlem niggas niggas uptown baby lennox oyas broadway black step fore bring gun chest check respect girl spit push shit snatch rib crack friend kick school shit learn flip pack stack gats click clack ditch come snitch friends send flick girls send kick shit chin fist begin stich kiss blend chick dope dominican win eat grit grin shit nigga spin kinted lyric commercial
jaydayoungan,hop out,2019,hip hop,heroes tryna glock straight work niggas talkin shit face shirt tell talk shit bitch face dirt niggas pussy bitch somebody church chopper phone away word press button pull leave shit curb niggas like lose swerve bout shit bout fuck hear stop tellin lie like tryna step niggas hidin niggas slidin tryna catch fuckin body block constantly tryna leave slidin pussy nigga somebody tell stop glocks choppers yeah favorite options plug shoppin meds doctor shit slobbin baby bottle shit slobbin baby bottle brand money brand problems brand opps brand choppers brand bitch brand swallow come kidnap family brand mama tryna glock straight work niggas talkin shit face shirt tell talk shit bitch face dirt niggas pussy bitch somebody church chopper phone away word press button pull leave shit curb niggas like lose swerve bout shit bout fuck hear
the cross movement,cry no more,2014,hip hop,people daddy streets bullets feel pain push pull strain walk lame play game takin baby lord save waitin gravy crazy tryin life hazy persist right lazy feel pain ail vex cause feel effect fall daily pain chest strong come lord quick bring eschaton search start earth flex true come perfect birth gotta prove cool know godless rule anxious praise ancient days brain amaze pain phase soon eclipse return give earn come better hurt work sweat brow drink drivers drivin control flats stick road believe turn hear kid coffee fee fact anthrax mail jail blizzards twisters hail rain plan highjack fly window pan nice imagine world righteous middle east crisis drug plus thugs pimp beatdowns get mug timbs need ramp need wheel chair need weave cause feel real hair life live forever believe steady drop heavy stop scream ready say come like thief peep creep mean unknown like secret have beef rotisserie style brothers teeth grit cause quick accord concept speed look think depth need mean slow waitin bring kid real bling sing praise see spill blood zenith prove look give pay life buck justice team long suffer give time trust hook
busta rhymes,do my thing,2017,hip hop,watch thing baby watch thing baby busta rhyme place place watch thing baby flipmode place place watch thing baby party people thing watch thing baby thing thing baby thing baby baby follow baby watch thing baby thing check watch thing baby open door wonderin thing baby think fast bend frame like plexiglass motherfuckers actin like know half staff laugh hahhahhah need sing song similar feature like newtonjohn damn place warm shit niggaz look deform stay tune busta rhyme come soon kong niggaz like guerrilla monsoon soon whoah analysis busta rhyme rippin shit type miraculous bang head hard shit formin callous loot palaces watch thing baby lyric commercial
big l,stretch and bobbito show '95,2014,hip hop,check slug snitch bitch puttin thugs ditch trigger finger itch police know priest pussy like sweat slow hell bitch fuck roof hotel dough know yoke jack beatin smoke gats leavin token black break back open cap bullshit step rear thing want fair cause street brawl strike like lightning happen fight friend aight lyric commercial
da youngsta's,hip-hop ride,2015,hip hop,flip loose watch hold flip loose watch trend double deuce check boogie jump boogie rhythm boogity beat cause freakit like like homeboys hard tell like main like naughty watch hiphop hooray prop drink tanqueray chieg like lord like tribe award tour slick like watch youngstas bump cause come like future funk respect cube kick snoop doggy dogg death gangstarr sumpreme cypress reel reel cause keep righteous hiphop ride body glide lyric commercial
metro boomin,no complaints,2017,hip hop,know sayin fuck niggas doin goin happenin yeah know sayin real niggas mothafucka mane hell yeah niggas lame niggas know sayin young metro trust shoot complaints rack bank rack fuck think rank rank leave stink bank bank pull banger raahhh stranger stranger relate rack rack rack safe safe steak plate steak sons don don bitch amazon plug hund offset plug fuckin smash wanna like hang rope beat sleep talk money cause talk cheap cheap quarter million open brief celebrity status shit brief draco cause reach know niggas shit like meech word street preach preach preach quarter million week lyric commercial
mime 871,como en cámara lenta (en vivo),2013,hip hop,yeah word motha blukka blukka bust nigga money bullets cock pull bitch cocaina aquafina yeah water bitch yeah keeper turn shit change mother fuck product dope game bitch cruise cruise road fame hoe wanna wear chain game bang shit nigga fuck push bout bout nigga need tank roll sticky icky sell away swear word toyeah yeah word motha blukka blukka bust nigga money bullets cock pull bitch cocaina aquafina yeah water bitch yeah keeper yeah word motha blukka blukka bust nigga money bullets cock pull bitch cocaina aquafina yeah water bitch yeah keeper remember mama fall victim dope game daddy pop pistols range serve dim lunch change front couple teachers grade change yeah game change remain shit promise live mama honest shit need poppin quick yeah outta options steady whippin time sure break bread niggas starve tryna leave weed ecstasy bind true break heart break promise tryna problems break bottle startin feel better break condom life suck deep throat swallow yeah word motha blukka blukka bust nigga money bullets cock pull bitch cocaina aquafina yeah water bitch yeah keeper yeah word motha blukka blukka bust nigga money bullets cock pull bitch cocaina aquafina yeah water bitch yeah keeper
e-40,i'm on one,2019,hip hop,hard hard hard hard hard like cook hookup slap make goonies look shake yolaology yayo college take northern california nigga shutter load like shotgun smoke like chimney higher tree yosemite twist like pretzel drink cranberry kettle juice stay afloat head level hate region stress brain rappers eat need somebody blame blame cause biggest nigga change soul train step game practice penmanship stop complain make excuse nigga hear fuck nigga win vallejo say sound like shit nigga like haterz like wash tycoon diamonds glimmin like fuck mood nigga smoke smelly round cellie hustle get money habit get traffic outta outta state show make cake spit stage like savage gulliest club grimiest bastards drink ritual life easier difficult difficult officiate table drink shrimp pop landi cognac pitiful purpose take lightly wound lift hecka twist sedate middle probably outta mind liquor care active purple patrón finna dough stop till go nap american arrest outskirts trap ignorant black jail waddy greenbacks rubber band thousand stack secret stash hide head sunroof bonk hella crack yell hella loud blank bust nut shoot cloud listen fellas trippingmy homie parole nigga piss test shoe suppose shit
big tymers,stuntastic,2019,hip hop,happenin nigga bgeezy baby mannie fresh nigga tymers nigga know stun hear bling ling ling know clique stand blingaling time stick hand eye motherfuckers turn head gotta laugh cause neck look like glass house motherfucker forget whip twentyinches navigation dreamcast everyday week jumpin somethin different bike lexus truck everyday switchin round baby teach stunt come round corner leave switch come know sunday uptown wrist hangin window later evenin corner pocket chain advise come thing cause vultures believe jackin know nigga stuntastic hook stuntastic straight plastic drastic tymers heezy ballerific cash money gift hard look princess cut cause glistenin baby ride topnotch shit nigga shit sunday pull droptop shit stun step club vault know hoe lookin play game lyric commercial
souls of mischief,no man's land,1995,jazz,wanna explain wack shit lack gift wanna smack fact unforgivable crime want rhyme smooth master faster crew blast bet get entertain think slicin nigga like construct line mind corrupt mind givin niggas tough time crimes fuck rhyme niggas unkind dumb rhyme track wack leave standin freeze people aplus choose hoe cash fast catch dozin gimmicks trippin backwards flow fuckin whistle souls mischief destruction easily disrupt facial tissue hieroglyphics late diss
thievery corporation,doors of perception featuring gunjan,2005,jazz,dutty mind nuff dutty mind dutty mind nuff dutty mind nuff dutty mind nuff dutty mind dutty mind nuff dutty mind nuff dutty mind chat crab bout spot internet dutty sissi criticise style cyan cramp flex like teacher baby practice want tell come talk laptop likkle idiot clock come puppa albo face box know check chart dutty mind nuff dutty mind dutty mind nuff dutty mind nuff dutty mind nuff dutty mind dutty mind nuff dutty mind fraid sound thats cyan sleep good pree study neighbourhood jealous cyan trouble food arrow jook nuff albo hood come story watch watch agree monkey jungle hunta safari gunshot dead bwoy cyan sorry dutty mind nuff dutty mind dutty mind nuff dutty mind nuff dutty mind nuff dutty mind dutty mind nuff dutty mind come deejay fraid mind fraid chatty mouth gunshot blast mummy shout friend need chat look puppa albo sheng yeng clan chatty mouth virus albo spam dutty mouth track leavin soldier albo uncle dutty mind nuff dutty mind dutty mind nuff dutty mind nuff dutty mind nuff dutty mind dutty mind nuff dutty mind
dj shadow,six days,2002,jazz,start week summit talk hear speak monday negotiations break leaders start frown sword tomorrow come late sit take lunch news like punch think things fool tomorrow come late tomorrow come late hear whistle overhead alive dead thursday feel shake grind billion candle burn birthday tomorrow come late tomorrow come late tomorrow come think late
leon redbone,your cheatin' heart,1981,jazz,cheatin heart weep sleep sleep come night cheatin heart tell tear come like fall rain toss gonna walk floor cheatin heart tell tear come like fall rain toss gonna walk floor cheatin heart tell cheatin heart tell
freddie roach,i know,1963,jazz,thrill tell conquer single challenge heres examples like videos follow regimen think artist development label want sign come correct contract tryna throw tell carfax york nigga queen bitch california loaner blow like cheer oklahoma drop pick like tacoma bang crip need blood donor whoa niggas dont approach shakin roach billionaire glow like loan come network like thing play rule thing zone insane know go thing regardless hate yall niggas bring example little bundle dope niggas wait stamp clap beat handle yall pussy worry bout want month shit need stunt cartel contact niggas respond recoup quicker brick contract rule play code stay guard secrets pillow talk sneak diss sure rim deep dish meat fish introduce meet kiss chrome thing dome thing need help thing motha fucka time rap time rob space trunk cadi stay throb police fuck night go light change sprite purple soda like magic trick hocus pocus smoke dopest cali bitch syrup pineapple fanta cool hesitate twerk hammer put work scanner fool gangsta ban radio suck nigga shots like gravy rapper nigga trash image biodegradable useless tampon fuck unfadeable heavy blood come streets knock head knock feds listen know come momma kitchen break bitch thing
dean martin,the last time i saw paris,1962,jazz,time paris heart warm hear laughter heart street cafe time paris tree dress spring lovers walk beneath tree bird songs sing dodge taxicabs dodge years squeaky horn music ears time paris heart warm matter change remember dodge taxicabs dodge years squeaky horn music ears time paris heart warm matter change remember time paris time paris
quincy jones,prologue (2 q's rap),1989,jazz,stick stone break bone felt wrath jones hard core entrepreneur jam slam pleasure listen measure groove track get fresher away long time rhyme bust cause black train young world need dude correct convince teach right eyesight path lead brighter ready reach fear cause block
tony bennett,steppin' out with my baby,1993,jazz,steppin baby wrong cause right sure maybe dress tonight steppin feel good felt knockin smooth sailin cause trimmin sail white tail steppin baby wrong cause right tonight scintillate date date package good things come waste time feel sublime dance smooth sailin cause trimmin sail white tail steppin baby wrong cause right tonight
jimmy durante,make someone happy,1965,jazz,important heart heart sing smile cheer face light near girl fame come go minutes real stuff life cling answer answer build world
michel legrand,sans toi,1962,jazz,take forever thousand summer till till hold till hear sigh arm wander remember heart believe heart know forevermore clock tick away hours time come wait time return straight wait arm take forever thousand summer till till touch forevermore share
julie london,you'd be so nice to come home to,1965,jazz,nice come home nice breeze high sing lullaby desire star chill winter moon burnin nice paradise come home nice come home nice breeze high sing lullaby desire star chill winter moon burnin nice paradise come home spokenyum
nina simone,peace of mind,1968,jazz,need hard peace peace mind need hard peace peace mind father mother fight time leave sisters brothers time rhyme leave right apart consider time heart time heart need hard need peace mind need hard need peace mind
swans,i was a prisoner in your skull,2001,jazz,test fuck haha mean know tonight able talk things know great deal know fuck know fuck know fuck know know purpose tell instance time go bathroom shower soap towel shampoo washcloth brush come turn water know instance fuck second instance fuck go cook breakfast go toast toaster skillet stave grease egg bacon pour orange juice coffee jelly butter fry egg salt pepper bacon grill fine thing fork instance fuck dress ready school fine go outside ignition thing come
michael franks,heart like an open book,1999,jazz,disguise assume heart remain conceal sure surprise secrets soon reveal crash coconuts shake examine heart like open book weak sweet bergman look give heart like open book time continue read ecstatic sensation surrender leave cling consolation remember game play kiss kitchen cook heart open book flash perfect look hand heart like open book time continue read
the andrews sisters,straighten up and fly right,1990,jazz,buzzard take monkey ride monkey think square buzzard try throw monkey monkey grab neck say listen straighten right straighten stay right straighten right cool papa blow divin jivin straighten right cool papa blow buzzard tell monkey chokin release hold free monkey look buzzard right dead say story touch sound like straighten right straighten stay right straighten right cool papa blow scat buzzard tell monkey chokin release hold free monkey look buzzard right dead say story touch sound like straighten right straighten stay right straighten right cool papa blow straighten right straighten stay right straighten right cool papa blow
stan getz,misty,1989,jazz,bitch feel like bitch bitch feel like bitch bitch feel like bitch time fuck niggas fuck time bitch want fuck time nigga time go fine anybody want sign nigga go decline time sign dawg mean time feline get top mist stang like mustang look better people yell drop fuck niggas want funny make money people know funny make money bitch wanna hang people know school yell nigga change tell work okay matter hand try band look like merritt classic niggas fuck shit straight forward track sass blue polo nigga dollars fuck high school scum come fast track team hoe lap honest situation paint picture like illustration fast forward comma comma count count like alliteration high sober high sober high high high high high high high high high high high high fuck time time money nigga need right bill afford cool clown fuck time time money nigga need right bill afford cool clown bitch feel like bitch bitch feel like bitch bitch feel like bitch bitch feel like bitch nigga fuck mean know gwop nigga fuck mean know gwop nigga fuck mean know gwop
eva cassidy,true colors,2003,jazz,eye discourage realize hard courage world people lose sight darkness inside make feel small true colour shin true colour afraid true colour true colour beautiful like rainbow smile unhappy remember laugh world make crazy take know true colour shin true colour afraid true colour true colour beautiful like rainbow ohhhh remember laugh world make crazy take know true colour shin true colour afraid true colour true colour beautiful like rainbow true colour shin true colour afraid true colour true colour beautiful like rainbow ohhhhhhh
kenny g,you make me believe,1986,jazz,girl today right right feel inside heart wait long feel right right time know mean forever take sweet face soothe believe believe girl deepest dream real real doubt know feel feel time go forever special finally real thing believe believe believe believe take sweet face soothe believe girl believe believe believe oooh oooh believe soothe believe repeat fade
"earth, wind & fire",fan the fire,1971,jazz,shame shame shame flame somebody flame somebody dyin today somebody flame dyin gonna come little children starve foreign land talk brother afraid shake brother hand woman trouble callin care people deny right truly theirs shame believe believe believe believe believe believe believe believe believe flame believe flame flame somebody flame gonna come violence strike great peace poverty home crime streets kindhearted people turnin hate destroy human race shame repeat shame repeat believe flame repeat
lemon jelly,'68 aka only time,2005,jazz,time time time time time time time dream pursue time time time time time
